user_id,fitness_level,goal,duration_range,equipment,height,weight,bmi_category,limitations
user_4532,intermediate,power,10-20,kettlebell,163.1,80.3,obese,[]
user_4533,pro,endurance,5-10,none,169.0,69.6,normal,[]
user_4534,intermediate,endurance,20+,kettlebell,162.3,79.2,obese,[]
user_4535,pro,endurance,10-20,gym,167.5,41.2,underweight,"[np.str_('shoulder_injury'), np.str_('heart_condition')]"
user_4536,beginner,endurance,5-10,none,166.3,57.6,normal,[]
user_4537,beginner,endurance,10-20,kettlebell,171.4,88.6,obese,[]
user_4538,intermediate,endurance,10-20,none,180.0,124.6,obese,[]
user_4539,beginner,warm-up,10-20,gym,188.7,83.1,normal,[]
user_4540,pro,endurance,10-20,kettlebell,182.2,64.7,normal,"[np.str_('pregnancy'), np.str_('back_pain')]"
user_4541,intermediate,power,5-10,kettlebell,166.7,88.2,obese,[]
user_4542,beginner,warm-up,10-20,kettlebell,173.4,57.9,normal,[]
user_4543,pro,endurance,5-10,none,158.4,66.4,overweight,[]
user_4544,beginner,power,10-20,kettlebell,170.5,81.3,overweight,[]
user_4545,beginner,warm-up,20+,none,170.5,97.0,obese,[]
user_4546,pro,endurance,10-20,kettlebell,159.4,95.9,obese,[]
user_4547,beginner,endurance,10-20,none,175.3,40.6,underweight,"[np.str_('shoulder_injury'), np.str_('joint_problems')]"
user_4548,intermediate,endurance,20+,kettlebell,175.8,57.3,normal,[]
user_4549,pro,warm-up,5-10,gym,170.2,74.1,overweight,[]
user_4550,intermediate,endurance,10-20,gym,168.4,57.3,normal,[]
user_4551,beginner,power,10-20,none,164.4,62.5,normal,[]
user_4552,beginner,endurance,5-10,none,166.9,69.2,normal,[]
user_4553,intermediate,power,10-20,kettlebell,166.9,59.2,normal,[]
user_4554,intermediate,power,10-20,none,165.8,86.6,obese,[]
user_4555,beginner,warm-up,20+,kettlebell,181.2,75.0,normal,[]
user_4556,pro,endurance,5-10,gym,170.9,97.0,obese,[]
user_4557,pro,endurance,10-20,kettlebell,162.8,85.1,obese,"[np.str_('back_pain'), np.str_('knee_pain')]"
user_4558,beginner,endurance,20+,gym,159.9,64.0,overweight,[]
user_4559,beginner,power,10-20,gym,159.6,82.6,obese,[]
user_4560,pro,power,20+,gym,178.3,72.9,normal,[]
user_4561,intermediate,endurance,20+,none,195.2,43.2,underweight,[]
user_4562,intermediate,power,5-10,gym,179.1,76.0,normal,[]
user_4563,intermediate,power,10-20,gym,176.9,104.5,obese,[]
user_4564,beginner,power,10-20,kettlebell,166.8,39.1,underweight,[]
user_4565,pro,endurance,10-20,kettlebell,159.3,89.8,obese,[]
user_4566,intermediate,endurance,5-10,none,165.7,67.9,normal,[]
user_4567,beginner,endurance,5-10,kettlebell,173.8,85.0,overweight,[]
user_4568,intermediate,endurance,5-10,none,167.4,63.3,normal,[]
user_4569,beginner,warm-up,20+,gym,184.7,72.1,normal,[np.str_('knee_pain')]
user_4570,beginner,endurance,10-20,gym,163.6,75.0,overweight,[]
user_4571,beginner,power,10-20,kettlebell,171.3,75.3,overweight,[]
user_4572,intermediate,endurance,20+,none,182.2,97.4,overweight,[]
user_4573,pro,warm-up,5-10,kettlebell,166.2,84.5,obese,[]
user_4574,beginner,warm-up,10-20,gym,156.7,85.5,obese,[]
user_4575,beginner,endurance,5-10,none,162.2,77.2,overweight,[]
user_4576,beginner,power,10-20,none,183.0,56.7,underweight,[]
user_4577,beginner,power,5-10,none,172.7,46.0,underweight,[]
user_4578,pro,warm-up,10-20,gym,155.4,93.2,obese,[]
user_4579,intermediate,endurance,5-10,gym,167.9,63.6,normal,[]
user_4580,beginner,endurance,20+,none,181.6,49.8,underweight,[np.str_('knee_pain')]
user_4581,pro,endurance,10-20,gym,166.1,52.6,normal,[]
user_4582,pro,warm-up,10-20,gym,172.4,69.0,normal,"[np.str_('back_pain'), np.str_('knee_pain')]"
user_4583,intermediate,power,10-20,gym,163.2,89.8,obese,[]
user_4584,beginner,endurance,20+,none,169.7,82.3,overweight,[]
user_4585,intermediate,endurance,5-10,none,191.3,54.7,underweight,[]
user_4586,intermediate,power,10-20,gym,171.0,63.1,normal,[]
user_4587,beginner,warm-up,5-10,none,149.7,67.3,obese,[]
user_4588,intermediate,endurance,10-20,none,177.9,81.3,overweight,[]
user_4589,pro,power,10-20,gym,162.3,98.1,obese,"[np.str_('pregnancy'), np.str_('high_blood_pressure')]"
user_4590,beginner,warm-up,20+,kettlebell,173.6,58.2,normal,"[np.str_('pregnancy'), np.str_('knee_pain')]"
user_4591,pro,power,20+,none,169.1,59.5,normal,"[np.str_('pregnancy'), np.str_('joint_problems')]"
user_4592,intermediate,power,5-10,gym,165.1,59.8,normal,[np.str_('pregnancy')]
user_4593,pro,warm-up,5-10,gym,174.9,73.0,normal,[]
user_4594,pro,power,20+,kettlebell,173.6,73.0,normal,[]
user_4595,beginner,endurance,20+,gym,175.7,69.7,normal,"[np.str_('asthma'), np.str_('back_pain')]"
user_4596,intermediate,endurance,10-20,none,157.7,79.9,obese,[]
user_4597,beginner,endurance,5-10,gym,168.7,80.7,overweight,[]
user_4598,beginner,endurance,20+,none,177.2,54.9,underweight,[]
user_4599,beginner,warm-up,10-20,gym,158.9,68.6,overweight,[]
user_4600,beginner,endurance,5-10,none,163.0,70.3,overweight,[]
user_4601,pro,endurance,5-10,gym,165.7,52.0,normal,[]
user_4602,beginner,endurance,5-10,none,173.6,53.1,underweight,[]
user_4603,beginner,endurance,5-10,gym,180.4,53.5,underweight,"[np.str_('knee_pain'), np.str_('heart_condition')]"
user_4604,beginner,endurance,10-20,gym,168.6,75.6,overweight,[]
user_4605,intermediate,power,5-10,kettlebell,154.1,68.5,overweight,[]
user_4606,pro,endurance,20+,gym,185.4,58.8,underweight,[]
user_4607,intermediate,endurance,10-20,none,176.8,72.7,normal,[]
user_4608,beginner,warm-up,5-10,gym,178.8,90.8,overweight,[]
user_4609,beginner,power,5-10,kettlebell,189.0,61.6,underweight,[]
user_4610,beginner,power,20+,none,163.7,80.8,obese,[]
user_4611,pro,warm-up,10-20,none,166.3,71.4,overweight,[]
user_4612,beginner,warm-up,10-20,kettlebell,168.0,43.0,underweight,[]
user_4613,intermediate,warm-up,10-20,none,185.7,92.3,overweight,[]
user_4614,beginner,endurance,10-20,none,171.3,75.1,overweight,[]
user_4615,intermediate,power,10-20,none,168.6,71.4,overweight,[]
user_4616,beginner,power,10-20,none,184.5,45.9,underweight,[]
user_4617,intermediate,warm-up,5-10,none,162.6,93.5,obese,[]
user_4618,intermediate,warm-up,5-10,none,185.1,65.9,normal,"[np.str_('back_pain'), np.str_('shoulder_injury')]"
user_4619,intermediate,endurance,10-20,gym,178.6,70.7,normal,[]
user_4620,beginner,endurance,10-20,none,157.6,64.5,overweight,[]
user_4621,beginner,power,5-10,kettlebell,160.6,47.2,underweight,[]
user_4622,intermediate,power,10-20,gym,173.3,78.0,overweight,"[np.str_('pregnancy'), np.str_('back_pain')]"
user_4623,pro,power,10-20,none,183.5,57.1,underweight,[np.str_('heart_condition')]
user_4624,pro,endurance,10-20,gym,172.9,73.8,normal,[]
user_4625,intermediate,warm-up,10-20,kettlebell,150.2,54.5,normal,[]
user_4626,beginner,endurance,20+,none,162.3,50.7,normal,[]
user_4627,pro,power,20+,gym,169.2,72.0,overweight,[]
user_4628,beginner,endurance,10-20,kettlebell,155.0,92.2,obese,[]
user_4629,beginner,warm-up,10-20,gym,169.5,89.1,obese,[]
user_4630,intermediate,power,10-20,none,153.9,75.6,obese,[]
user_4631,intermediate,endurance,5-10,gym,177.5,94.0,overweight,[]
user_4632,intermediate,endurance,20+,kettlebell,166.6,56.3,normal,[]
user_4633,beginner,warm-up,10-20,none,166.5,41.1,underweight,[]
user_4634,beginner,endurance,10-20,none,170.2,43.3,underweight,"[np.str_('joint_problems'), np.str_('high_blood_pressure')]"
user_4635,intermediate,endurance,10-20,none,170.2,78.1,overweight,[]
user_4636,intermediate,power,10-20,gym,149.0,57.4,overweight,[]
user_4637,pro,endurance,10-20,kettlebell,191.9,74.5,normal,[np.str_('asthma')]
user_4638,intermediate,endurance,5-10,kettlebell,172.7,69.3,normal,[]
user_4639,pro,endurance,10-20,none,156.8,102.4,obese,[]
user_4640,beginner,endurance,5-10,none,174.0,72.1,normal,[]
user_4641,intermediate,endurance,5-10,none,169.3,74.9,overweight,[]
user_4642,intermediate,power,20+,none,181.0,68.0,normal,[]
user_4643,beginner,endurance,10-20,none,183.1,94.5,overweight,[]
user_4644,intermediate,warm-up,10-20,gym,169.3,101.4,obese,[]
user_4645,beginner,endurance,20+,gym,175.6,73.8,normal,[]
user_4646,pro,endurance,20+,kettlebell,167.7,65.3,normal,[]
user_4647,intermediate,warm-up,5-10,kettlebell,172.0,38.9,underweight,[]
user_4648,intermediate,endurance,5-10,none,165.9,81.9,overweight,[]
user_4649,intermediate,warm-up,5-10,none,170.6,70.4,normal,[]
user_4650,beginner,power,20+,kettlebell,156.0,47.2,normal,[]
user_4651,intermediate,power,5-10,kettlebell,157.3,59.5,normal,[]
user_4652,beginner,endurance,20+,none,177.8,88.9,overweight,[]
user_4653,pro,power,10-20,kettlebell,163.4,81.7,obese,"[np.str_('shoulder_injury'), np.str_('heart_condition')]"
user_4654,beginner,warm-up,5-10,none,160.7,91.3,obese,[]
user_4655,intermediate,endurance,10-20,gym,160.5,84.7,obese,[np.str_('back_pain')]
user_4656,intermediate,power,10-20,kettlebell,176.0,58.7,normal,[]
user_4657,beginner,warm-up,10-20,none,157.9,80.4,obese,[]
user_4658,pro,warm-up,5-10,gym,165.4,65.3,normal,"[np.str_('asthma'), np.str_('pregnancy')]"
user_4659,beginner,power,10-20,kettlebell,156.6,65.5,overweight,[]
user_4660,beginner,endurance,10-20,kettlebell,165.6,99.2,obese,[]
user_4661,intermediate,endurance,20+,gym,162.7,72.1,overweight,[]
user_4662,beginner,endurance,5-10,gym,175.7,53.8,underweight,[]
user_4663,beginner,warm-up,10-20,gym,165.6,77.1,overweight,[]
user_4664,beginner,endurance,10-20,kettlebell,163.7,86.4,obese,[]
user_4665,beginner,endurance,10-20,gym,169.5,91.7,obese,[]
user_4666,beginner,power,10-20,none,186.1,78.3,normal,[]
user_4667,beginner,power,5-10,none,176.8,85.1,overweight,[]
user_4668,beginner,warm-up,5-10,gym,162.2,65.6,normal,[]
user_4669,beginner,endurance,20+,none,178.7,73.7,normal,[]
user_4670,beginner,warm-up,5-10,kettlebell,159.5,83.6,obese,[np.str_('asthma')]
user_4671,beginner,power,20+,kettlebell,158.5,67.9,overweight,[np.str_('heart_condition')]
user_4672,beginner,endurance,20+,gym,147.8,63.0,overweight,[]
user_4673,intermediate,power,10-20,kettlebell,165.7,60.4,normal,[]
user_4674,intermediate,endurance,5-10,none,166.6,67.8,normal,[]
user_4675,pro,endurance,20+,gym,173.4,56.9,normal,"[np.str_('heart_condition'), np.str_('knee_pain')]"
user_4676,beginner,endurance,10-20,kettlebell,167.1,75.0,overweight,[]
user_4677,intermediate,endurance,10-20,none,170.3,93.4,obese,"[np.str_('asthma'), np.str_('pregnancy')]"
user_4678,beginner,endurance,5-10,gym,178.0,58.8,normal,[]
user_4679,beginner,endurance,10-20,gym,162.9,36.2,underweight,[]
user_4680,pro,endurance,10-20,none,188.9,65.1,underweight,[]
user_4681,pro,power,10-20,gym,176.2,29.0,underweight,[]
user_4682,intermediate,warm-up,10-20,none,169.7,70.4,normal,[]
user_4683,intermediate,power,10-20,kettlebell,175.2,45.9,underweight,"[np.str_('high_blood_pressure'), np.str_('back_pain')]"
user_4684,beginner,power,10-20,kettlebell,173.6,92.7,obese,[]
user_4685,beginner,endurance,5-10,none,166.5,88.8,obese,[]
user_4686,intermediate,power,20+,none,181.5,65.1,normal,[]
user_4687,beginner,power,20+,none,190.1,87.9,normal,[]
user_4688,beginner,endurance,20+,kettlebell,163.6,89.1,obese,"[np.str_('asthma'), np.str_('high_blood_pressure')]"
user_4689,intermediate,warm-up,20+,gym,161.4,65.9,overweight,[]
user_4690,beginner,endurance,5-10,gym,163.5,86.7,obese,[]
user_4691,beginner,endurance,10-20,none,154.7,88.4,obese,[]
user_4692,beginner,warm-up,10-20,gym,175.9,96.2,obese,[]
user_4693,beginner,endurance,5-10,none,167.1,55.7,normal,[]
user_4694,pro,power,5-10,none,170.0,43.0,underweight,[]
user_4695,beginner,power,10-20,none,169.3,73.4,overweight,[]
user_4696,intermediate,endurance,10-20,none,176.4,67.4,normal,[]
user_4697,intermediate,power,10-20,none,172.9,37.4,underweight,[]
user_4698,pro,endurance,5-10,kettlebell,157.4,71.7,overweight,[]
user_4699,pro,warm-up,20+,none,185.1,74.3,normal,[]
user_4700,beginner,power,20+,kettlebell,178.5,106.4,obese,[]
user_4701,intermediate,power,5-10,gym,157.4,97.1,obese,[]
user_4702,beginner,endurance,10-20,none,180.5,51.7,underweight,[np.str_('back_pain')]
user_4703,beginner,warm-up,10-20,kettlebell,178.2,70.1,normal,[]
user_4704,beginner,warm-up,5-10,gym,162.4,68.3,overweight,[]
user_4705,beginner,endurance,10-20,kettlebell,172.9,56.4,normal,[]
user_4706,beginner,power,20+,gym,174.9,60.5,normal,[]
user_4707,pro,endurance,5-10,none,160.3,66.1,overweight,[]
user_4708,beginner,warm-up,5-10,kettlebell,184.4,45.5,underweight,[]
user_4709,intermediate,endurance,5-10,kettlebell,176.7,59.8,normal,[]
user_4710,beginner,endurance,10-20,none,173.4,72.9,normal,[]
user_4711,intermediate,power,10-20,none,148.3,64.1,overweight,[]
user_4712,beginner,power,10-20,none,174.3,53.1,underweight,[]
user_4713,intermediate,endurance,10-20,gym,160.1,75.7,overweight,[]
user_4714,beginner,endurance,10-20,gym,164.8,50.3,normal,[]
user_4715,intermediate,endurance,10-20,none,152.1,73.7,obese,"[np.str_('asthma'), np.str_('back_pain')]"
user_4716,beginner,power,20+,gym,178.8,65.9,normal,[]
user_4717,intermediate,endurance,5-10,kettlebell,169.1,68.0,normal,[]
user_4718,beginner,endurance,5-10,gym,166.7,80.4,overweight,[]
user_4719,beginner,power,10-20,none,174.0,67.9,normal,[np.str_('joint_problems')]
user_4720,pro,warm-up,20+,kettlebell,171.1,67.6,normal,[]
user_4721,intermediate,warm-up,20+,kettlebell,153.7,59.2,overweight,"[np.str_('high_blood_pressure'), np.str_('shoulder_injury')]"
user_4722,intermediate,power,10-20,none,174.1,65.9,normal,[np.str_('shoulder_injury')]
user_4723,intermediate,warm-up,5-10,kettlebell,161.6,57.1,normal,[]
user_4724,intermediate,endurance,10-20,none,170.8,76.8,overweight,[]
user_4725,beginner,warm-up,10-20,none,177.8,81.6,overweight,[]
user_4726,intermediate,endurance,10-20,kettlebell,173.0,64.3,normal,[]
user_4727,pro,power,10-20,none,171.4,67.9,normal,[]
user_4728,intermediate,warm-up,10-20,gym,172.7,46.5,underweight,[]
user_4729,intermediate,endurance,10-20,kettlebell,171.8,65.3,normal,[]
user_4730,pro,endurance,5-10,kettlebell,173.7,56.2,normal,"[np.str_('back_pain'), np.str_('knee_pain')]"
user_4731,pro,power,5-10,gym,162.1,71.2,overweight,"[np.str_('back_pain'), np.str_('joint_problems')]"
user_4732,pro,power,10-20,none,179.0,55.8,underweight,[]
user_4733,beginner,endurance,10-20,none,190.3,86.8,normal,[]
user_4734,pro,endurance,10-20,none,172.4,73.5,normal,[]
user_4735,beginner,endurance,10-20,none,181.6,87.6,overweight,[]
user_4736,pro,endurance,20+,none,167.9,56.0,normal,[]
user_4737,beginner,power,10-20,gym,194.2,83.7,normal,[]
user_4738,intermediate,endurance,10-20,kettlebell,180.4,59.4,underweight,[]
user_4739,beginner,endurance,10-20,kettlebell,158.9,87.7,obese,[]
user_4740,intermediate,power,20+,gym,174.4,72.4,normal,[]
user_4741,beginner,endurance,10-20,kettlebell,179.9,67.7,normal,[]
user_4742,beginner,endurance,20+,gym,181.3,75.9,normal,[]
user_4743,pro,endurance,10-20,none,167.7,91.7,obese,[]
user_4744,intermediate,endurance,10-20,none,169.8,72.0,normal,[]
user_4745,intermediate,endurance,5-10,gym,162.6,82.1,obese,[np.str_('knee_pain')]
user_4746,intermediate,endurance,20+,kettlebell,163.9,65.3,normal,[]
user_4747,pro,warm-up,10-20,kettlebell,172.8,92.0,obese,"[np.str_('pregnancy'), np.str_('back_pain')]"
user_4748,intermediate,endurance,10-20,kettlebell,181.2,62.0,normal,[]
user_4749,beginner,warm-up,10-20,gym,155.3,70.3,overweight,[]
user_4750,beginner,endurance,5-10,none,177.2,77.5,normal,[]
user_4751,beginner,power,5-10,kettlebell,177.8,85.9,overweight,[]
user_4752,pro,power,10-20,kettlebell,171.3,69.3,normal,[]
user_4753,intermediate,power,20+,none,164.0,109.4,obese,[]
user_4754,beginner,power,10-20,none,170.4,62.4,normal,[]
user_4755,beginner,power,10-20,none,184.6,61.8,underweight,"[np.str_('asthma'), np.str_('heart_condition')]"
user_4756,intermediate,warm-up,20+,none,192.6,67.9,underweight,"[np.str_('high_blood_pressure'), np.str_('joint_problems')]"
user_4757,beginner,endurance,10-20,kettlebell,167.3,78.3,overweight,[]
user_4758,beginner,endurance,10-20,gym,167.4,74.6,overweight,[]
user_4759,intermediate,endurance,10-20,gym,166.3,93.1,obese,[]
user_4760,intermediate,endurance,10-20,none,172.0,57.9,normal,[]
user_4761,beginner,endurance,20+,gym,181.5,93.8,overweight,[]
user_4762,intermediate,power,5-10,none,158.7,52.3,normal,[]
user_4763,intermediate,endurance,20+,none,163.9,81.8,obese,"[np.str_('asthma'), np.str_('shoulder_injury')]"
user_4764,beginner,warm-up,5-10,none,175.8,91.3,overweight,[]
user_4765,pro,warm-up,10-20,kettlebell,180.1,79.7,normal,[]
user_4766,intermediate,power,10-20,gym,173.2,66.4,normal,[]
user_4767,intermediate,endurance,5-10,gym,158.9,64.6,overweight,[]
user_4768,intermediate,warm-up,5-10,none,177.8,59.4,normal,[]
user_4769,intermediate,endurance,5-10,none,166.0,79.3,overweight,[]
user_4770,pro,endurance,20+,none,168.0,65.2,normal,[]
user_4771,beginner,endurance,5-10,kettlebell,165.4,66.9,normal,[]
user_4772,intermediate,power,20+,kettlebell,163.8,78.9,overweight,[]
user_4773,intermediate,power,10-20,gym,166.5,72.0,overweight,[]
user_4774,intermediate,power,5-10,gym,169.0,60.4,normal,[]
user_4775,intermediate,endurance,10-20,gym,188.8,59.1,underweight,[]
user_4776,intermediate,endurance,5-10,gym,165.7,82.2,overweight,[]
user_4777,intermediate,power,5-10,gym,167.6,68.9,normal,[]
user_4778,pro,warm-up,10-20,none,178.1,72.6,normal,[]
user_4779,pro,endurance,10-20,none,181.0,59.6,underweight,[]
user_4780,pro,endurance,20+,none,175.2,73.7,normal,[]
user_4781,pro,power,10-20,kettlebell,151.7,78.0,obese,[]
user_4782,intermediate,endurance,10-20,gym,191.9,63.5,underweight,"[np.str_('heart_condition'), np.str_('knee_pain')]"
user_4783,pro,endurance,20+,kettlebell,147.1,84.0,obese,[]
user_4784,intermediate,power,10-20,gym,169.1,72.7,overweight,[]
user_4785,intermediate,endurance,10-20,none,164.1,65.7,normal,"[np.str_('back_pain'), np.str_('high_blood_pressure')]"
user_4786,pro,endurance,5-10,none,171.1,69.5,normal,[]
user_4787,beginner,endurance,20+,gym,160.6,71.5,overweight,[]
user_4788,beginner,endurance,5-10,none,159.6,76.6,obese,[]
user_4789,intermediate,endurance,5-10,none,170.1,67.6,normal,[np.str_('knee_pain')]
user_4790,intermediate,warm-up,20+,kettlebell,173.4,67.4,normal,[]
user_4791,intermediate,power,10-20,none,146.5,73.2,obese,[]
user_4792,beginner,endurance,5-10,kettlebell,163.2,61.4,normal,[]
user_4793,pro,endurance,5-10,gym,170.0,90.3,obese,[]
user_4794,beginner,warm-up,20+,kettlebell,163.5,51.0,normal,"[np.str_('joint_problems'), np.str_('back_pain')]"
user_4795,intermediate,endurance,5-10,kettlebell,167.3,39.3,underweight,[]
user_4796,intermediate,endurance,10-20,none,176.7,69.3,normal,[]
user_4797,intermediate,endurance,20+,kettlebell,173.5,78.7,overweight,[]
user_4798,pro,warm-up,10-20,none,166.6,73.0,overweight,[]
user_4799,pro,endurance,5-10,kettlebell,179.7,58.5,underweight,[]
user_4800,intermediate,endurance,10-20,none,153.4,62.0,overweight,[]
user_4801,beginner,warm-up,5-10,none,169.8,67.6,normal,[]
user_4802,intermediate,power,5-10,none,170.6,71.2,normal,[]
user_4803,beginner,endurance,10-20,gym,166.9,71.1,overweight,[]
user_4804,pro,endurance,20+,kettlebell,166.3,65.2,normal,[np.str_('knee_pain')]
user_4805,pro,endurance,5-10,none,173.7,67.1,normal,"[np.str_('asthma'), np.str_('joint_problems')]"
user_4806,beginner,endurance,20+,kettlebell,186.6,66.0,normal,[]
user_4807,intermediate,endurance,10-20,kettlebell,183.2,68.0,normal,[]
user_4808,intermediate,endurance,10-20,none,170.4,56.3,normal,[]
user_4809,pro,warm-up,20+,gym,150.2,66.1,overweight,[]
user_4810,intermediate,power,10-20,gym,173.9,70.0,normal,[np.str_('shoulder_injury')]
user_4811,beginner,endurance,20+,kettlebell,169.1,80.7,overweight,[]
user_4812,beginner,power,20+,none,170.7,85.7,overweight,"[np.str_('heart_condition'), np.str_('back_pain')]"
user_4813,intermediate,endurance,20+,none,162.4,50.7,normal,[]
user_4814,intermediate,power,20+,gym,174.9,61.7,normal,[]
user_4815,beginner,endurance,10-20,none,176.7,55.6,underweight,[]
user_4816,beginner,endurance,10-20,kettlebell,150.0,82.9,obese,"[np.str_('knee_pain'), np.str_('joint_problems')]"
user_4817,beginner,power,10-20,gym,169.6,61.7,normal,[np.str_('high_blood_pressure')]
user_4818,pro,endurance,5-10,gym,157.5,47.2,normal,[np.str_('pregnancy')]
user_4819,intermediate,power,20+,gym,171.9,69.6,normal,[]
user_4820,beginner,power,5-10,none,172.0,65.6,normal,[]
user_4821,pro,power,10-20,gym,180.6,90.3,overweight,[]
user_4822,intermediate,warm-up,10-20,none,162.7,80.2,obese,[]
user_4823,beginner,power,20+,gym,164.1,42.9,underweight,[]
user_4824,pro,endurance,10-20,none,184.8,77.9,normal,[]
user_4825,intermediate,warm-up,10-20,kettlebell,189.5,60.2,underweight,[]
user_4826,beginner,power,20+,gym,176.9,53.5,underweight,[]
user_4827,beginner,warm-up,20+,none,155.2,51.4,normal,[]
user_4828,beginner,warm-up,20+,none,199.0,76.6,normal,[]
user_4829,beginner,endurance,5-10,none,167.1,77.8,overweight,"[np.str_('asthma'), np.str_('high_blood_pressure')]"
user_4830,beginner,endurance,10-20,none,172.5,80.2,overweight,[]
user_4831,beginner,warm-up,10-20,none,174.2,65.1,normal,[]
user_4832,beginner,endurance,5-10,none,170.1,106.6,obese,[]
user_4833,beginner,endurance,5-10,gym,176.6,54.1,underweight,[]
user_4834,beginner,power,10-20,gym,162.3,74.3,overweight,[]
user_4835,beginner,endurance,5-10,kettlebell,184.6,70.9,normal,[]
user_4836,intermediate,endurance,5-10,gym,150.8,50.0,normal,[np.str_('pregnancy')]
user_4837,beginner,power,20+,kettlebell,174.6,89.9,overweight,[]
user_4838,intermediate,warm-up,10-20,kettlebell,150.3,74.0,obese,[]
user_4839,beginner,power,5-10,none,171.3,81.9,overweight,[np.str_('high_blood_pressure')]
user_4840,beginner,endurance,5-10,none,180.3,65.9,normal,[]
user_4841,intermediate,endurance,5-10,kettlebell,163.4,70.2,overweight,[]
user_4842,intermediate,power,5-10,none,170.9,69.9,normal,[]
user_4843,intermediate,endurance,5-10,gym,178.5,54.5,underweight,[]
user_4844,intermediate,endurance,20+,none,180.7,79.1,normal,[]
user_4845,beginner,warm-up,5-10,gym,166.5,53.7,normal,"[np.str_('heart_condition'), np.str_('pregnancy')]"
user_4846,pro,endurance,10-20,none,163.4,102.8,obese,[np.str_('back_pain')]
user_4847,intermediate,power,5-10,kettlebell,174.2,52.4,underweight,[]
user_4848,intermediate,warm-up,20+,gym,160.6,59.3,normal,[]
user_4849,pro,endurance,5-10,gym,185.5,56.1,underweight,[]
user_4850,pro,warm-up,20+,kettlebell,186.9,55.4,underweight,[]
user_4851,beginner,endurance,10-20,kettlebell,173.4,50.0,underweight,[]
user_4852,beginner,warm-up,20+,gym,180.5,73.3,normal,[]
user_4853,pro,endurance,5-10,none,171.7,80.2,overweight,[]
user_4854,intermediate,warm-up,20+,gym,162.3,86.7,obese,[]
user_4855,pro,power,10-20,none,180.7,106.0,obese,[]
user_4856,intermediate,endurance,5-10,gym,190.7,61.8,underweight,[]
user_4857,beginner,endurance,10-20,none,181.0,91.7,overweight,[]
user_4858,pro,endurance,10-20,kettlebell,178.9,70.6,normal,[]
user_4859,intermediate,endurance,10-20,kettlebell,178.1,69.0,normal,[]
user_4860,beginner,warm-up,5-10,gym,161.7,94.2,obese,[]
user_4861,beginner,power,20+,gym,174.7,78.4,overweight,[]
user_4862,intermediate,endurance,10-20,none,160.0,58.1,normal,[]
user_4863,beginner,warm-up,5-10,none,151.5,52.8,normal,[]
user_4864,beginner,endurance,10-20,kettlebell,159.8,53.6,normal,[]
user_4865,beginner,power,20+,none,166.0,63.9,normal,[]
user_4866,beginner,endurance,20+,none,183.0,59.9,underweight,[np.str_('pregnancy')]
user_4867,beginner,power,10-20,none,174.5,81.6,overweight,"[np.str_('back_pain'), np.str_('pregnancy')]"
user_4868,beginner,warm-up,10-20,gym,170.3,83.7,overweight,"[np.str_('shoulder_injury'), np.str_('knee_pain')]"
user_4869,beginner,warm-up,5-10,kettlebell,160.0,79.8,obese,[]
user_4870,beginner,power,10-20,none,156.1,73.5,obese,[]
user_4871,intermediate,power,20+,kettlebell,181.7,69.6,normal,[]
user_4872,intermediate,warm-up,20+,none,167.9,50.2,underweight,[]
user_4873,beginner,power,20+,gym,155.3,92.0,obese,"[np.str_('pregnancy'), np.str_('joint_problems')]"
user_4874,beginner,warm-up,10-20,kettlebell,167.1,85.1,obese,[]
user_4875,intermediate,power,5-10,kettlebell,166.2,113.9,obese,[]
user_4876,beginner,warm-up,10-20,kettlebell,170.4,84.0,overweight,[]
user_4877,beginner,endurance,5-10,kettlebell,187.8,76.5,normal,[]
user_4878,intermediate,endurance,10-20,gym,173.6,54.9,underweight,"[np.str_('joint_problems'), np.str_('high_blood_pressure')]"
user_4879,intermediate,endurance,5-10,kettlebell,166.8,70.4,overweight,[]
user_4880,intermediate,endurance,10-20,kettlebell,172.8,49.1,underweight,[]
user_4881,pro,power,10-20,none,171.5,72.3,normal,"[np.str_('high_blood_pressure'), np.str_('shoulder_injury')]"
user_4882,intermediate,endurance,5-10,none,184.0,71.4,normal,[]
user_4883,beginner,warm-up,5-10,gym,163.0,82.1,obese,"[np.str_('heart_condition'), np.str_('asthma')]"
user_4884,beginner,endurance,10-20,none,158.6,35.7,underweight,[]
user_4885,beginner,endurance,5-10,gym,158.8,83.2,obese,[]
user_4886,beginner,endurance,10-20,kettlebell,157.0,85.0,obese,[]
user_4887,intermediate,endurance,10-20,gym,181.7,43.5,underweight,[]
user_4888,pro,endurance,10-20,gym,168.7,48.8,underweight,[]
user_4889,pro,power,5-10,none,179.5,83.3,overweight,[np.str_('shoulder_injury')]
user_4890,intermediate,power,10-20,none,204.5,43.0,underweight,[]
user_4891,intermediate,endurance,10-20,kettlebell,171.3,82.6,overweight,[]
user_4892,pro,warm-up,10-20,kettlebell,148.1,61.3,overweight,[]
user_4893,intermediate,warm-up,20+,gym,179.5,50.2,underweight,[]
user_4894,beginner,endurance,10-20,gym,152.9,67.0,overweight,[]
user_4895,beginner,power,5-10,gym,164.2,76.6,overweight,[]
user_4896,beginner,warm-up,10-20,kettlebell,170.3,82.9,overweight,[]
user_4897,beginner,endurance,10-20,none,155.3,44.3,underweight,[]
user_4898,beginner,warm-up,5-10,gym,166.5,76.1,overweight,[]
